"C0000100","C0000200","C0005300","C0005400","C0005500","C0005700","C0005701","C0005702","C0007000","C0054101","C0057501","C0058701","C0059901","C0061100","C0061112","C0061116","C0061120","C0061122","C0061124","C0061126","C0061128","C0061130","C0061132","C0093100","C0093110","C0093200","C0093800","C0099300","C0099310","C0099400","C0100000","C0105500","C0105510","C0105600","C0106200","C0111700","C0111710","C0111800","C0112400","C0119400","C0120000","C0120010","C0120100","C0125800","C0126400","C0126500","C0126600","C0127617","C0127623","C0127624","C0127625","C0127917","C0127923","C0127924","C0127925","C0128017","C0128023","C0128024","C0128025","C0580600","C0800100","C0999300","C1199300","C1508300","C1565200","C1800600","C1988000","C1988500","C1988600","C1988700","C2494000","C2494500","C2494600","C2494700","C2504200","C2521800","C2522300","C2522400","C2522500","C2532700","C2792300","C2792800","C2792900","C2793000","C2803500","C3101800","C3102300","C3102400","C3102500","C3112000","C3602400","C3604100","C3604600","C3604700","C3604800","C3615700","C3982400","C3984100","C3984600","C3984700","C3984800","C3994300","C5526200","C5528000","C5528500","C5528600","C5528700","C5538300","C5802500","C5804300","C5804800","C5804900","C5805000","C5814100","Y2267000","Y3299900"
829801,8298,1,2,5,1979,-7,-7,22,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,22,11,3,1,24,6,3,1,26,9,6,1,28,9,9,5,1,31,9,5,1,33,9,6,1,35,9,6,1,37,9,6,1,39,9,-3,25,69,44,-7,-7,-7,6,1,41,9,5,1,43,9,-7,5,1,45,9,-7,6,1,47,9,-7,7,1,49,9,-7,4,4,1,51,9,-7,3,3,1,53,9,-7,5,6,1,56,9,-7,5,6,1,59,9,-7,512,-7
829802,8298,1,2,11,1983,-7,-7,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,22,11,3,1,24,6,3,1,26,9,6,1,28,9,9,5,1,31,9,5,1,33,9,6,1,35,9,6,1,37,9,6,1,39,9,-7,-7,-3,27,21,18,-7,6,1,41,9,5,1,43,9,-7,5,1,45,9,-7,6,1,47,9,-7,7,1,49,9,-7,4,4,1,51,9,-7,3,3,1,53,9,-7,5,6,1,56,9,-7,5,6,1,59,9,-7,512,-7
829803,8298,1,2,8,1986,-7,-7,29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,22,11,3,1,24,6,3,1,26,9,6,1,28,9,9,5,1,31,9,5,1,33,9,6,1,35,9,6,1,37,9,6,1,39,9,-7,-7,-7,-7,-3,45,11,6,1,41,9,5,1,43,9,-7,5,1,45,9,-7,6,1,47,9,-7,7,1,49,9,-7,4,4,1,51,9,-7,3,3,1,53,9,-7,5,6,1,56,9,-7,5,6,1,59,9,-7,512,-7
829804,8298,1,1,11,1990,-7,-7,33,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,22,11,3,1,24,6,3,1,26,9,6,1,28,9,9,5,1,31,9,5,1,33,9,6,1,35,9,6,1,37,9,6,1,39,9,-7,-7,-7,-7,-7,-7,51,6,1,41,9,5,1,43,9,-7,5,1,45,9,57,6,1,47,9,53,7,1,49,9,-7,4,4,1,51,9,-7,3,3,1,53,9,-7,5,6,1,56,9,-7,5,6,1,59,9,-7,512,-7
830501,8305,1,1,4,1979,-7,-7,18,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,24,9,4,1,27,12,13,1,28,12,6,1,28,12,6,7,1,33,12,10,1,35,12,9,1,37,12,10,1,38,12,10,1,40,12,-7,-3,1,8,-7,-7,-7,11,1,43,12,11,1,45,12,-7,10,1,47,12,-7,7,1,48,9,-7,7,1,50,9,-7,6,7,1,53,9,-7,6,5,1,55,9,-7,6,4,1,58,9,-7,6,4,1,61,9,-7,512,-7
830502,8305,1,2,4,1980,-7,-7,19,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,24,9,4,1,27,12,13,1,28,12,6,1,28,12,6,7,1,33,12,10,1,35,12,9,1,37,12,10,1,38,12,10,1,40,12,-3,-3,21,24,63,-7,-7,11,1,43,12,11,1,45,12,-7,10,1,47,12,-7,7,1,48,9,-7,7,1,50,9,-7,6,7,1,53,9,-7,6,5,1,55,9,-7,6,4,1,58,9,-7,6,4,1,61,9,-7,512,-7
830503,8305,1,1,11,1981,-7,-7,21,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,24,9,4,1,27,12,13,1,28,12,6,1,28,12,6,7,1,33,12,10,1,35,12,9,1,37,12,10,1,38,12,10,1,40,12,-7,-7,5,14,23,-7,-7,11,1,43,12,11,1,45,12,-7,10,1,47,12,-7,7,1,48,9,-7,7,1,50,9,-7,6,7,1,53,9,-7,6,5,1,55,9,-7,6,4,1,58,9,-7,6,4,1,61,9,-7,512,-7
830504,8305,1,1,11,1983,-7,-7,23,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,24,9,4,1,27,12,13,1,28,12,6,1,28,12,6,7,1,33,12,10,1,35,12,9,1,37,12,10,1,38,12,10,1,40,12,-7,-7,-7,32,10,13,-7,11,1,43,12,11,1,45,12,-7,10,1,47,12,-7,7,1,48,9,-7,7,1,50,9,-7,6,7,1,53,9,-7,6,5,1,55,9,-7,6,4,1,58,9,-7,6,4,1,61,9,-7,512,-7
830505,8305,1,1,3,1988,-7,-7,27,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,24,9,4,1,27,12,13,1,28,12,6,1,28,12,6,7,1,33,12,10,1,35,12,9,1,37,12,10,1,38,12,10,1,40,12,-7,-7,-7,-7,-7,-7,30,11,1,43,12,11,1,45,12,9,10,1,47,12,40,7,1,48,9,-7,7,1,50,9,-7,6,7,1,53,9,-7,6,5,1,55,9,-7,6,4,1,58,9,-7,6,4,1,61,9,-7,512,-7
830506,8305,1,2,1,1990,-7,-7,29,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,24,9,4,1,27,12,13,1,28,12,6,1,28,12,6,7,1,33,12,10,1,35,12,9,1,37,12,10,1,38,12,10,1,40,12,-7,-7,-7,-7,-7,-7,28,11,1,43,12,11,1,45,12,28,10,1,47,12,25,7,1,48,9,14,7,1,50,9,-7,6,7,1,53,9,-7,6,5,1,55,9,-7,6,4,1,58,9,-7,6,4,1,61,9,-7,512,-7
830507,8305,1,1,1,1992,-7,-7,31,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,24,9,4,1,27,12,13,1,28,12,6,1,28,12,6,7,1,33,12,10,1,35,12,9,1,37,12,10,1,38,12,10,1,40,12,-7,-7,-7,-7,-7,-7,-7,11,1,43,12,11,1,45,12,5,10,1,47,12,43,7,1,48,9,22,7,1,50,9,17,6,7,1,53,9,-7,6,5,1,55,9,-7,6,4,1,58,9,-7,6,4,1,61,9,-7,512,-7
830508,8305,1,2,9,1994,-7,-7,34,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,24,9,4,1,27,12,13,1,28,12,6,1,28,12,6,7,1,33,12,10,1,35,12,9,1,37,12,10,1,38,12,10,1,40,12,-7,-7,-7,-7,-7,-7,-7,11,1,43,12,11,1,45,12,-7,10,1,47,12,56,7,1,48,9,22,7,1,50,9,11,6,7,1,53,9,30,6,5,1,55,9,-7,6,4,1,58,9,-7,6,4,1,61,9,-7,512,-7
830509,8305,1,2,10,1997,-7,-7,37,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,24,9,4,1,27,12,13,1,28,12,6,1,28,12,6,7,1,33,12,10,1,35,12,9,1,37,12,10,1,38,12,10,1,40,12,-7,-7,-7,-7,-7,-7,-7,11,1,43,12,11,1,45,12,-7,10,1,47,12,-7,7,1,48,9,-3,7,1,50,9,54,6,7,1,53,9,18,6,5,1,55,9,35,6,4,1,58,9,-7,6,4,1,61,9,-7,512,1
830801,8308,3,2,6,1981,9,1981,17,9,11,11,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,2,0,-7,-7,1,0,-7,-7,1,1,29,12,4,4,1,30,11,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
830802,8308,3,1,5,1984,-7,-7,19,9,11,11,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,2,0,-7,-7,1,0,-7,-7,1,1,29,12,4,4,1,30,11,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
830803,8308,3,2,12,1985,-7,-7,21,9,11,11,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,2,0,-7,-7,1,0,-7,-7,1,1,29,12,4,4,1,30,11,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
830901,8309,1,2,1,1978,-7,-7,16,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,23,11,5,1,26,10,6,1,28,10,7,1,31,10,7,7,1,33,11,8,1,35,11,6,1,37,11,3,0,-7,-7,4,1,25,0,82,51,35,23,-7,-7,-7,4,0,-7,-7,5,0,-7,-7,-7,6,1,27,-3,-7,6,1,28,0,-7,10,1,30,0,-7,7,10,1,32,0,-7,7,10,1,34,0,-7,7,16,1,37,0,-7,7,11,1,40,0,-7,512,-7
830902,8309,1,1,4,1979,-7,-7,18,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,23,11,5,1,26,10,6,1,28,10,7,1,31,10,7,7,1,33,11,8,1,35,11,6,1,37,11,3,0,-7,-7,4,1,25,0,38,15,10,18,-7,-7,-7,4,0,-7,-7,5,0,-7,-7,-7,6,1,27,-3,-7,6,1,28,0,-7,10,1,30,0,-7,7,10,1,32,0,-7,7,10,1,34,0,-7,7,16,1,37,0,-7,7,11,1,40,0,-7,512,-7
830903,8309,1,2,6,1981,-7,-7,20,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,23,11,5,1,26,10,6,1,28,10,7,1,31,10,7,7,1,33,11,8,1,35,11,6,1,37,11,3,0,-7,-7,4,1,25,0,-7,30,10,42,4,-7,-7,4,0,-7,-7,5,0,-7,-7,-7,6,1,27,-3,-7,6,1,28,0,-7,10,1,30,0,-7,7,10,1,32,0,-7,7,10,1,34,0,-7,7,16,1,37,0,-7,7,11,1,40,0,-7,512,-7
830904,8309,1,1,8,1982,-7,-7,21,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,23,11,5,1,26,10,6,1,28,10,7,1,31,10,7,7,1,33,11,8,1,35,11,6,1,37,11,3,0,-7,-7,4,1,25,0,-7,-7,43,26,-7,45,-7,4,0,-7,-7,5,0,-7,-7,-7,6,1,27,-3,-7,6,1,28,0,-7,10,1,30,0,-7,7,10,1,32,0,-7,7,10,1,34,0,-7,7,16,1,37,0,-7,7,11,1,40,0,-7,512,-7
830905,8309,1,1,2,1994,-7,-7,32,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,23,11,5,1,26,10,6,1,28,10,7,1,31,10,7,7,1,33,11,8,1,35,11,6,1,37,11,3,0,-7,-7,4,1,25,0,-7,-7,-7,-7,-7,-7,-7,4,0,-7,-7,5,0,-7,-7,-7,6,1,27,-3,94,6,1,28,0,59,10,1,30,0,82,7,10,1,32,0,63,7,10,1,34,0,-7,7,16,1,37,0,-7,7,11,1,40,0,-7,512,4
830906,8309,1,2,6,1997,-7,-7,36,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,23,11,5,1,26,10,6,1,28,10,7,1,31,10,7,7,1,33,11,8,1,35,11,6,1,37,11,3,0,-7,-7,4,1,25,0,-7,-7,-7,-7,-7,-7,-7,4,0,-7,-7,5,0,-7,-7,-7,6,1,27,-3,-7,6,1,28,0,65,10,1,30,0,55,7,10,1,32,0,9,7,10,1,34,0,40,7,16,1,37,0,-7,7,11,1,40,0,-7,512,6
830907,8309,1,1,11,1998,-7,-7,37,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,23,11,5,1,26,10,6,1,28,10,7,1,31,10,7,7,1,33,11,8,1,35,11,6,1,37,11,3,0,-7,-7,4,1,25,0,-7,-7,-7,-7,-7,-7,-7,4,0,-7,-7,5,0,-7,-7,-7,6,1,27,-3,-7,6,1,28,0,-3,10,1,30,0,42,7,10,1,32,0,41,7,10,1,34,0,74,7,16,1,37,0,29,7,11,1,40,0,-7,512,-2
830908,8309,1,1,7,2000,-7,-7,39,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,23,11,5,1,26,10,6,1,28,10,7,1,31,10,7,7,1,33,11,8,1,35,11,6,1,37,11,3,0,-7,-7,4,1,25,0,-7,-7,-7,-7,-7,-7,-7,4,0,-7,-7,5,0,-7,-7,-7,6,1,27,-3,-7,6,1,28,0,-7,10,1,30,0,91,7,10,1,32,0,58,7,10,1,34,0,46,7,16,1,37,0,18,7,11,1,40,0,37,512,-7
831001,8310,3,2,7,1988,-7,-7,30,-7,-7,-7,-7,11,11,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,1,34,11,3,1,36,11,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
831101,8311,3,1,2,1982,-7,-7,23,14,14,14,14,14,14,-7,-7,-7,-7,-7,-7,-7,-7,1,22,12,2,1,24,12,2,1,26,12,4,1,28,12,4,5,1,30,12,6,1,32,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,56,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
831102,8311,3,2,9,1983,-7,-7,25,14,14,14,14,14,14,-7,-7,-7,-7,-7,-7,-7,-7,1,22,12,2,1,24,12,2,1,26,12,4,1,28,12,4,5,1,30,12,6,1,32,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
831103,8311,3,2,1,1988,-7,-7,29,14,14,14,14,14,14,-7,-7,-7,-7,-7,-7,-7,-7,1,22,12,2,1,24,12,2,1,26,12,4,1,28,12,4,5,1,30,12,6,1,32,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
831104,8311,3,2,2,1990,-7,-7,31,14,14,14,14,14,14,-7,-7,-7,-7,-7,-7,-7,-7,1,22,12,2,1,24,12,2,1,26,12,4,1,28,12,4,5,1,30,12,6,1,32,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
831201,8312,3,1,7,1973,-7,-7,15,12,12,12,12,9,9,-7,-7,-7,-7,-7,-7,-7,-7,1,23,10,5,0,-7,-7,4,0,-7,-7,4,1,30,10,5,5,1,32,10,5,1,34,10,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,48,39,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
831202,8312,3,1,11,1974,-7,-7,16,12,12,12,12,9,9,-7,-7,-7,-7,-7,-7,-7,-7,1,23,10,5,0,-7,-7,4,0,-7,-7,4,1,30,10,5,5,1,32,10,5,1,34,10,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,73,66,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
831203,8312,3,2,10,1978,-7,-7,20,12,12,12,12,9,9,-7,-7,-7,-7,-7,-7,-7,-7,1,23,10,5,0,-7,-7,4,0,-7,-7,4,1,30,10,5,5,1,32,10,5,1,34,10,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3,72,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
831301,8313,3,1,11,1976,-7,-7,19,9,9,9,9,9,9,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,2,0,-7,-7,2,0,-7,-7,2,0,-7,-7,2,2,0,-7,-7,3,1,36,11,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,34,32,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
831501,8315,1,2,3,1988,-7,-7,25,11,-3,12,12,12,12,12,12,12,12,13,-7,-7,13,0,-7,-7,5,0,-7,-7,5,0,-7,-7,1,0,-7,-7,3,3,1,26,12,3,1,27,12,2,0,-7,-7,2,0,-7,-7,2,0,-7,-7,-7,-7,-7,-7,-7,15,8,2,0,-7,-7,2,0,-7,-7,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,5,1,47,16,-7,13,4,1,49,16,-7,13,3,1,51,16,-7,13,3,1,53,18,-7,13,3,1,56,18,-7,512,-2
831701,8317,1,1,11,1979,-7,-7,16,9,9,12,12,9,9,9,9,9,9,9,9,9,9,0,-7,-7,4,1,19,9,3,1,21,9,3,1,23,9,4,4,1,25,9,4,1,27,9,4,1,29,9,4,1,31,9,4,1,33,9,56,44,68,43,-7,-7,-7,4,0,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,9,2,0,-7,-7,-7,12,2,0,-7,-7,-7,12,1,0,-7,-7,-7,12,1,0,-7,-7,-7,512,-7
831702,8317,1,2,2,1984,-7,-7,20,9,9,12,12,9,9,9,9,9,9,9,9,9,9,0,-7,-7,4,1,19,9,3,1,21,9,3,1,23,9,4,4,1,25,9,4,1,27,9,4,1,29,9,4,1,31,9,4,1,33,9,-7,-7,-7,39,25,22,21,4,0,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,9,2,0,-7,-7,-7,12,2,0,-7,-7,-7,12,1,0,-7,-7,-7,12,1,0,-7,-7,-7,512,-7
831901,8319,1,2,9,1980,-7,-7,19,11,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,9,0,-7,-7,9,0,-7,-7,8,0,-7,-7,8,3,1,26,4,5,0,-7,-7,5,0,-7,-7,5,0,-7,-7,5,0,-7,-7,-7,27,59,80,58,-7,-7,5,0,-7,-7,3,1,51,12,-7,3,1,52,12,-7,3,1,54,12,-7,3,1,56,12,-7,12,2,1,58,12,-7,12,3,1,60,12,-7,12,2,1,63,12,-7,12,2,1,66,12,-7,512,-7
831902,8319,1,1,7,1985,-7,-7,24,11,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,9,0,-7,-7,9,0,-7,-7,8,0,-7,-7,8,3,1,26,4,5,0,-7,-7,5,0,-7,-7,5,0,-7,-7,5,0,-7,-7,-7,-7,-7,38,82,68,81,5,0,-7,-7,3,1,51,12,-7,3,1,52,12,-7,3,1,54,12,-7,3,1,56,12,-7,12,2,1,58,12,-7,12,3,1,60,12,-7,12,2,1,63,12,-7,12,2,1,66,12,-7,512,-7
832401,8324,3,2,3,1977,-7,-7,18,9,9,9,12,9,9,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,3,1,23,12,5,0,-7,-7,4,0,-7,-7,4,3,0,-7,-7,3,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,93,76,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
832402,8324,3,1,1,1980,-7,-7,21,9,9,9,12,9,9,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,3,1,23,12,5,0,-7,-7,4,0,-7,-7,4,3,0,-7,-7,3,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
832403,8324,3,1,11,1981,-7,-7,23,9,9,9,12,9,9,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,3,1,23,12,5,0,-7,-7,4,0,-7,-7,4,3,0,-7,-7,3,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
832501,8325,3,1,6,1983,-7,-7,23,11,-7,11,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,1,24,10,2,-7,-7,-7,-7,0,-7,-7,2,1,35,12,3,4,1,37,12,5,1,39,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
832502,8325,3,1,11,1986,-7,-7,26,11,-7,11,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,1,24,10,2,-7,-7,-7,-7,0,-7,-7,2,1,35,12,3,4,1,37,12,5,1,39,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
832503,8325,3,1,8,1989,-7,-7,29,11,-7,11,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,1,24,10,2,-7,-7,-7,-7,0,-7,-7,2,1,35,12,3,4,1,37,12,5,1,39,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
832901,8329,1,1,12,1993,-7,-7,31,11,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,8,8,0,-7,-7,7,0,-7,-7,6,0,-7,-7,2,0,-7,-7,3,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,0,-7,-7,4,0,-7,-7,54,4,0,-7,-7,76,4,0,-7,-7,35,4,0,-7,-7,35,12,4,0,-7,-7,-7,12,4,0,-7,-7,-7,12,4,0,-7,-7,-7,12,4,0,-7,-7,-7,512,4
832902,8329,1,1,10,1995,-7,-7,33,11,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,8,8,0,-7,-7,7,0,-7,-7,6,0,-7,-7,2,0,-7,-7,3,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,0,-7,-7,4,0,-7,-7,-7,4,0,-7,-7,45,4,0,-7,-7,81,4,0,-7,-7,64,12,4,0,-7,-7,39,12,4,0,-7,-7,-7,12,4,0,-7,-7,-7,12,4,0,-7,-7,-7,512,-7
832903,8329,1,1,5,1997,-7,-7,34,11,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,8,8,0,-7,-7,7,0,-7,-7,6,0,-7,-7,2,0,-7,-7,3,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,0,-7,-7,4,0,-7,-7,-7,4,0,-7,-7,-7,4,0,-7,-7,36,4,0,-7,-7,88,12,4,0,-7,-7,55,12,4,0,-7,-7,39,12,4,0,-7,-7,-7,12,4,0,-7,-7,-7,512,4
