"C0000100","C0000200","C0005300","C0005400","C0005500","C0005700","C0005701","C0005702","C0007000","C0054101","C0057501","C0058701","C0059901","C0061100","C0061112","C0061116","C0061120","C0061122","C0061124","C0061126","C0061128","C0061130","C0061132","C0093100","C0093110","C0093200","C0093800","C0099300","C0099310","C0099400","C0100000","C0105500","C0105510","C0105600","C0106200","C0111700","C0111710","C0111800","C0112400","C0119400","C0120000","C0120010","C0120100","C0125800","C0126400","C0126500","C0126600","C0127617","C0127623","C0127624","C0127625","C0127917","C0127923","C0127924","C0127925","C0128017","C0128023","C0128024","C0128025","C0580600","C0800100","C0999300","C1199300","C1508300","C1565200","C1800600","C1988000","C1988500","C1988600","C1988700","C2494000","C2494500","C2494600","C2494700","C2504200","C2521800","C2522300","C2522400","C2522500","C2532700","C2792300","C2792800","C2792900","C2793000","C2803500","C3101800","C3102300","C3102400","C3102500","C3112000","C3602400","C3604100","C3604600","C3604700","C3604800","C3615700","C3982400","C3984100","C3984600","C3984700","C3984800","C3994300","C5526200","C5528000","C5528500","C5528600","C5528700","C5538300","C5802500","C5804300","C5804800","C5804900","C5805000","C5814100","Y2267000","Y3299900"
826903,8269,1,1,8,1990,-7,-7,28,11,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,5,0,-7,-7,4,0,-7,-7,2,0,-7,-7,3,3,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,-7,-7,-7,-7,-7,-7,15,5,0,-7,-7,6,0,-7,-7,4,9,1,39,12,3,11,1,41,12,15,11,1,43,12,-7,12,8,0,-7,-7,-7,12,8,0,-7,-7,-7,12,12,0,-7,-7,-7,12,15,0,-7,-7,-7,512,1
826904,8269,1,2,7,1996,-7,-7,34,11,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,5,0,-7,-7,4,0,-7,-7,2,0,-7,-7,3,3,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,5,0,-7,-7,6,0,-7,-7,-7,9,1,39,12,-7,11,1,41,12,50,11,1,43,12,8,12,8,0,-7,-7,1,12,8,0,-7,-7,2,12,12,0,-7,-7,-7,12,15,0,-7,-7,-7,512,-2
826905,8269,1,1,11,1998,-7,-7,37,11,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,5,0,-7,-7,4,0,-7,-7,2,0,-7,-7,3,3,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,5,0,-7,-7,6,0,-7,-7,-7,9,1,39,12,-7,11,1,41,12,-7,11,1,43,12,21,12,8,0,-7,-7,26,12,8,0,-7,-7,32,12,12,0,-7,-7,10,12,15,0,-7,-7,-7,512,-2
826906,8269,1,1,5,2001,-7,-7,39,11,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,5,0,-7,-7,4,0,-7,-7,2,0,-7,-7,3,3,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,5,0,-7,-7,6,0,-7,-7,-7,9,1,39,12,-7,11,1,41,12,-7,11,1,43,12,-7,12,8,0,-7,-7,66,12,8,0,-7,-7,31,12,12,0,-7,-7,13,12,15,0,-7,-7,22,512,-7
827101,8271,1,2,5,1979,-7,-7,22,13,13,13,13,13,13,12,12,12,12,12,14,14,14,1,25,12,3,1,27,12,3,1,28,12,3,0,-7,-7,2,2,0,-7,-7,2,0,-7,-7,2,0,-7,-7,2,0,-7,-7,2,0,-7,-7,75,78,86,58,-7,-7,-7,2,0,-7,-7,2,0,-7,-7,-7,1,0,-7,-7,-7,1,0,-7,-7,-7,1,0,-7,-7,-7,15,1,0,-7,-7,-7,15,1,0,-7,-7,-7,15,3,0,-7,-7,-7,15,3,0,-7,-7,-7,512,-7
827301,8273,1,1,3,1977,-7,-7,18,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,19,10,3,1,21,10,4,1,22,10,4,0,-7,-7,3,3,0,-7,-7,3,0,-7,-7,2,0,-7,-7,4,0,-7,-7,6,0,-7,-7,22,12,61,-7,-7,-7,-7,5,0,-7,-7,5,0,-7,-7,-7,5,1,37,12,-7,5,1,39,12,-7,5,1,41,12,-7,12,5,1,43,12,-7,12,5,1,45,12,-7,12,5,1,48,12,-7,12,5,1,51,12,-7,512,-7
827302,8273,1,1,8,1980,-7,-7,22,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,19,10,3,1,21,10,4,1,22,10,4,0,-7,-7,3,3,0,-7,-7,3,0,-7,-7,2,0,-7,-7,4,0,-7,-7,6,0,-7,-7,-7,16,5,34,47,-7,-7,5,0,-7,-7,5,0,-7,-7,-7,5,1,37,12,-7,5,1,39,12,-7,5,1,41,12,-7,12,5,1,43,12,-7,12,5,1,45,12,-7,12,5,1,48,12,-7,12,5,1,51,12,-7,512,-7
827303,8273,1,2,7,1993,-7,-7,35,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,19,10,3,1,21,10,4,1,22,10,4,0,-7,-7,3,3,0,-7,-7,3,0,-7,-7,2,0,-7,-7,4,0,-7,-7,6,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,5,0,-7,-7,5,0,-7,-7,91,5,1,37,12,77,5,1,39,12,55,5,1,41,12,76,12,5,1,43,12,-7,12,5,1,45,12,-7,12,5,1,48,12,-7,12,5,1,51,12,-7,512,-7
827304,8273,1,2,11,1994,-7,-7,36,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,19,10,3,1,21,10,4,1,22,10,4,0,-7,-7,3,3,0,-7,-7,3,0,-7,-7,2,0,-7,-7,4,0,-7,-7,6,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,5,0,-7,-7,5,0,-7,-7,-7,5,1,37,12,88,5,1,39,12,92,5,1,41,12,93,12,5,1,43,12,79,12,5,1,45,12,-7,12,5,1,48,12,-7,12,5,1,51,12,-7,512,5
827305,8273,1,1,11,1994,-7,-7,36,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,19,10,3,1,21,10,4,1,22,10,4,0,-7,-7,3,3,0,-7,-7,3,0,-7,-7,2,0,-7,-7,4,0,-7,-7,6,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,5,0,-7,-7,5,0,-7,-7,-7,5,1,37,12,98,5,1,39,12,71,5,1,41,12,56,12,5,1,43,12,82,12,5,1,45,12,-7,12,5,1,48,12,-7,12,5,1,51,12,-7,512,-7
827601,8276,1,1,2,1978,-7,-7,20,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,-7,-7,6,1,23,11,4,1,25,11,4,1,27,11,4,4,1,29,11,4,1,31,11,4,1,32,11,4,1,35,11,4,1,37,11,92,82,91,51,-7,-7,-7,4,1,39,11,3,1,41,11,-7,2,1,42,11,-7,2,1,46,11,-7,2,1,48,11,-7,13,2,1,48,11,-7,13,3,1,50,11,-7,13,2,1,53,11,-7,13,2,1,56,11,-7,512,-7
827602,8276,1,1,8,1979,-7,-7,21,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,-7,-7,6,1,23,11,4,1,25,11,4,1,27,11,4,4,1,29,11,4,1,31,11,4,1,32,11,4,1,35,11,4,1,37,11,61,73,76,75,-7,-7,-7,4,1,39,11,3,1,41,11,-7,2,1,42,11,-7,2,1,46,11,-7,2,1,48,11,-7,13,2,1,48,11,-7,13,3,1,50,11,-7,13,2,1,53,11,-7,13,2,1,56,11,-7,512,-7
827901,8279,1,2,12,1981,-7,-7,24,12,12,12,12,12,12,12,14,14,14,13,13,13,13,0,-7,-7,4,0,-7,-7,7,0,-7,-7,7,1,30,11,5,4,1,11,0,4,1,34,11,4,1,35,11,4,1,38,11,4,1,40,11,-7,47,78,59,62,-7,-7,4,1,42,11,3,1,44,11,-7,3,1,46,11,-7,3,1,48,11,-7,4,1,50,11,-7,15,4,1,52,11,-7,14,6,1,54,11,-7,14,5,1,57,11,-7,14,3,1,59,11,-7,512,-7
827902,8279,1,1,7,1986,-7,-7,29,12,12,12,12,12,12,12,14,14,14,13,13,13,13,0,-7,-7,4,0,-7,-7,7,0,-7,-7,7,1,30,11,5,4,1,11,0,4,1,34,11,4,1,35,11,4,1,38,11,4,1,40,11,-7,-7,-7,-7,56,37,45,4,1,42,11,3,1,44,11,-7,3,1,46,11,-7,3,1,48,11,-7,4,1,50,11,-7,15,4,1,52,11,-7,14,6,1,54,11,-7,14,5,1,57,11,-7,14,3,1,59,11,-7,512,-7
828301,8283,1,2,12,1977,9,2012,18,10,10,10,10,10,10,10,10,10,13,-7,-7,-7,-7,1,21,12,5,1,22,12,6,0,-7,-7,6,0,-7,-7,6,7,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,-3,64,10,2,-7,-7,-7,4,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
828302,8283,1,2,8,1979,-7,-7,20,10,10,10,10,10,10,10,10,10,13,-7,-7,-7,-7,1,21,12,5,1,22,12,6,0,-7,-7,6,0,-7,-7,6,7,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,-3,39,72,15,-7,-7,-7,4,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
828303,8283,1,1,6,1986,-7,-7,27,10,10,10,10,10,10,10,10,10,13,-7,-7,-7,-7,1,21,12,5,1,22,12,6,0,-7,-7,6,0,-7,-7,6,7,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,-7,-7,-7,-7,6,-7,-7,4,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
828401,8284,1,2,2,1974,-7,-7,14,-7,-7,-7,-7,-7,-7,-7,-7,9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
828402,8284,1,2,9,1975,-7,-7,16,-7,-7,-7,-7,-7,-7,-7,-7,9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
828403,8284,1,2,7,1977,-7,-7,18,-7,-7,-7,-7,-7,-7,-7,-7,9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
828404,8284,1,2,7,1978,-7,-7,19,-7,-7,-7,-7,-7,-7,-7,-7,9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
828405,8284,1,2,1,1980,-7,-7,20,-7,-7,-7,-7,-7,-7,-7,-7,9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
828406,8284,1,1,3,1982,-7,-7,22,-7,-7,-7,-7,-7,-7,-7,-7,9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
828407,8284,1,2,7,1989,-7,-7,30,-7,-7,-7,-7,-7,-7,-7,-7,9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
828408,8284,1,2,6,1991,-7,-7,32,-7,-7,-7,-7,-7,-7,-7,-7,9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
828601,8286,1,2,10,1976,-7,-7,19,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,23,12,4,1,26,12,4,1,28,12,4,1,30,12,4,5,1,32,12,6,1,33,12,6,1,36,12,6,1,38,12,7,0,-7,-7,72,45,43,35,-7,-7,-7,7,0,-7,-7,6,0,-7,-7,-7,4,0,-7,-7,-7,4,0,-7,-7,-7,4,1,36,10,-7,12,4,1,38,10,-7,12,7,1,40,10,-7,12,5,1,43,10,-7,12,2,0,-7,-7,-7,512,-7
828602,8286,1,1,7,1978,-7,-7,21,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,23,12,4,1,26,12,4,1,28,12,4,1,30,12,4,5,1,32,12,6,1,33,12,6,1,36,12,6,1,38,12,7,0,-7,-7,77,65,85,83,-7,-7,-7,7,0,-7,-7,6,0,-7,-7,-7,4,0,-7,-7,-7,4,0,-7,-7,-7,4,1,36,10,-7,12,4,1,38,10,-7,12,7,1,40,10,-7,12,5,1,43,10,-7,12,2,0,-7,-7,-7,512,-7
828603,8286,1,1,6,1986,-7,-7,29,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,23,12,4,1,26,12,4,1,28,12,4,1,30,12,4,5,1,32,12,6,1,33,12,6,1,36,12,6,1,38,12,7,0,-7,-7,-7,-7,-7,56,32,69,62,7,0,-7,-7,6,0,-7,-7,27,4,0,-7,-7,-7,4,0,-7,-7,-7,4,1,36,10,-7,12,4,1,38,10,-7,12,7,1,40,10,-7,12,5,1,43,10,-7,12,2,0,-7,-7,-7,512,-7
828604,8286,1,1,8,1989,-7,-7,32,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,23,12,4,1,26,12,4,1,28,12,4,1,30,12,4,5,1,32,12,6,1,33,12,6,1,36,12,6,1,38,12,7,0,-7,-7,-7,-7,-7,-7,-7,91,74,7,0,-7,-7,6,0,-7,-7,38,4,0,-7,-7,20,4,0,-7,-7,-7,4,1,36,10,-7,12,4,1,38,10,-7,12,7,1,40,10,-7,12,5,1,43,10,-7,12,2,0,-7,-7,-7,512,-7
828701,8287,1,2,8,1974,-7,-7,17,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,-7,-7,4,0,-7,-7,4,1,30,11,5,1,32,11,5,5,1,34,11,4,0,-7,-7,4,0,-7,-7,5,0,-7,-7,4,0,-7,-7,44,61,51,45,-7,-7,-7,4,1,42,12,2,1,44,12,-7,3,0,-7,-7,-7,1,0,-7,-7,-7,1,0,-7,-7,-7,11,2,1,51,12,-7,11,2,1,53,12,-7,11,2,1,56,12,-7,11,2,1,59,12,-7,512,-7
828702,8287,1,1,7,1976,-7,-7,18,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,-7,-7,4,0,-7,-7,4,1,30,11,5,1,32,11,5,5,1,34,11,4,0,-7,-7,4,0,-7,-7,5,0,-7,-7,4,0,-7,-7,92,70,54,53,-7,-7,-7,4,1,42,12,2,1,44,12,-7,3,0,-7,-7,-7,1,0,-7,-7,-7,1,0,-7,-7,-7,11,2,1,51,12,-7,11,2,1,53,12,-7,11,2,1,56,12,-7,11,2,1,59,12,-7,512,-7
828703,8287,1,2,12,1981,-7,-7,24,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,-7,-7,4,0,-7,-7,4,1,30,11,5,1,32,11,5,5,1,34,11,4,0,-7,-7,4,0,-7,-7,5,0,-7,-7,4,0,-7,-7,-7,-7,81,35,36,-7,-7,4,1,42,12,2,1,44,12,-7,3,0,-7,-7,-7,1,0,-7,-7,-7,1,0,-7,-7,-7,11,2,1,51,12,-7,11,2,1,53,12,-7,11,2,1,56,12,-7,11,2,1,59,12,-7,512,-7
828901,8289,2,1,6,1981,-7,-7,18,10,11,11,11,11,11,11,11,11,11,11,11,11,11,0,-7,-7,2,1,35,12,3,1,36,12,3,1,39,12,3,3,1,42,12,3,1,43,12,5,0,-7,-7,6,0,-7,-7,7,0,-7,-7,-7,52,-7,1,2,-7,-7,7,0,-7,-7,8,0,-7,-7,-7,9,0,-7,-7,-7,9,0,-7,-7,-7,7,0,-7,-7,-7,11,6,0,-7,-7,-7,11,6,0,-7,-7,-7,11,6,0,-7,-7,-7,11,6,0,-7,-7,-7,512,-7
828902,8289,2,1,7,1991,-7,-7,28,10,11,11,11,11,11,11,11,11,11,11,11,11,11,0,-7,-7,2,1,35,12,3,1,36,12,3,1,39,12,3,3,1,42,12,3,1,43,12,5,0,-7,-7,6,0,-7,-7,7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,7,0,-7,-7,8,0,-7,-7,27,9,0,-7,-7,16,9,0,-7,-7,5,7,0,-7,-7,-7,11,6,0,-7,-7,-7,11,6,0,-7,-7,-7,11,6,0,-7,-7,-7,11,6,0,-7,-7,-7,512,-7
828903,8289,2,1,5,1992,-7,-7,29,10,11,11,11,11,11,11,11,11,11,11,11,11,11,0,-7,-7,2,1,35,12,3,1,36,12,3,1,39,12,3,3,1,42,12,3,1,43,12,5,0,-7,-7,6,0,-7,-7,7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,7,0,-7,-7,8,0,-7,-7,31,9,0,-7,-7,16,9,0,-7,-7,6,7,0,-7,-7,8,11,6,0,-7,-7,-7,11,6,0,-7,-7,-7,11,6,0,-7,-7,-7,11,6,0,-7,-7,-7,512,-7
828904,8289,2,1,7,1993,-7,-7,30,10,11,11,11,11,11,11,11,11,11,11,11,11,11,0,-7,-7,2,1,35,12,3,1,36,12,3,1,39,12,3,3,1,42,12,3,1,43,12,5,0,-7,-7,6,0,-7,-7,7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,7,0,-7,-7,8,0,-7,-7,-7,9,0,-7,-7,19,9,0,-7,-7,1,7,0,-7,-7,1,11,6,0,-7,-7,-7,11,6,0,-7,-7,-7,11,6,0,-7,-7,-7,11,6,0,-7,-7,-7,512,-7
828905,8289,2,1,2,1995,-7,-7,32,10,11,11,11,11,11,11,11,11,11,11,11,11,11,0,-7,-7,2,1,35,12,3,1,36,12,3,1,39,12,3,3,1,42,12,3,1,43,12,5,0,-7,-7,6,0,-7,-7,7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,7,0,-7,-7,8,0,-7,-7,-7,9,0,-7,-7,-7,9,0,-7,-7,18,7,0,-7,-7,2,11,6,0,-7,-7,1,11,6,0,-7,-7,-7,11,6,0,-7,-7,-7,11,6,0,-7,-7,-7,512,1
828906,8289,2,2,7,2000,-7,-7,37,10,11,11,11,11,11,11,11,11,11,11,11,11,11,0,-7,-7,2,1,35,12,3,1,36,12,3,1,39,12,3,3,1,42,12,3,1,43,12,5,0,-7,-7,6,0,-7,-7,7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,7,0,-7,-7,8,0,-7,-7,-7,9,0,-7,-7,-7,9,0,-7,-7,-7,7,0,-7,-7,-7,11,6,0,-7,-7,43,11,6,0,-7,-7,22,11,6,0,-7,-7,14,11,6,0,-7,-7,20,512,-7
829401,8294,1,1,7,1985,-7,-7,21,9,11,13,13,13,13,13,13,12,13,13,13,13,13,0,-7,-7,5,0,-7,-7,5,0,-7,-7,6,1,22,6,3,3,1,-3,6,2,0,-7,-7,2,0,-7,-7,4,0,-7,-7,6,0,-7,-7,-7,-7,-7,38,10,51,45,6,0,-7,-7,5,0,-7,-7,-7,4,0,-7,-7,-7,4,0,-7,-7,-7,3,0,-7,-7,-7,13,4,0,-7,-7,-7,12,4,0,-7,-7,-7,14,3,0,-7,-7,-7,14,3,0,-7,-7,-7,512,-7
829402,8294,1,2,11,1992,-7,-7,28,9,11,13,13,13,13,13,13,12,13,13,13,13,13,0,-7,-7,5,0,-7,-7,5,0,-7,-7,6,1,22,6,3,3,1,-3,6,2,0,-7,-7,2,0,-7,-7,4,0,-7,-7,6,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,6,0,-7,-7,5,0,-7,-7,46,4,0,-7,-7,24,4,0,-7,-7,40,3,0,-7,-7,18,13,4,0,-7,-7,-7,12,4,0,-7,-7,-7,14,3,0,-7,-7,-7,14,3,0,-7,-7,-7,512,-7
829403,8294,1,1,2,1996,-7,-7,31,9,11,13,13,13,13,13,13,12,13,13,13,13,13,0,-7,-7,5,0,-7,-7,5,0,-7,-7,6,1,22,6,3,3,1,-3,6,2,0,-7,-7,2,0,-7,-7,4,0,-7,-7,6,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,6,0,-7,-7,5,0,-7,-7,-7,4,0,-7,-7,-7,4,0,-7,-7,15,3,0,-7,-7,17,13,4,0,-7,-7,4,12,4,0,-7,-7,26,14,3,0,-7,-7,-7,14,3,0,-7,-7,-7,512,-7
829601,8296,1,2,7,1982,-7,-7,19,9,10,10,10,10,10,10,10,10,10,10,10,10,10,0,-7,-7,7,0,-7,-7,1,0,-7,-7,3,0,-7,-7,3,6,1,23,6,9,1,27,6,9,1,28,6,6,1,30,6,6,1,32,6,-7,-7,5,3,1,6,-7,6,1,34,6,6,0,-7,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,10,4,1,49,12,-7,10,4,1,51,12,-7,11,4,1,53,12,-7,11,4,1,56,12,-7,512,-7
829602,8296,1,1,8,1983,-7,-7,20,9,10,10,10,10,10,10,10,10,10,10,10,10,10,0,-7,-7,7,0,-7,-7,1,0,-7,-7,3,0,-7,-7,3,6,1,23,6,9,1,27,6,9,1,28,6,6,1,30,6,6,1,32,6,-7,-7,-7,2,12,16,-7,6,1,34,6,6,0,-7,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,10,4,1,49,12,-7,10,4,1,51,12,-7,11,4,1,53,12,-7,11,4,1,56,12,-7,512,-7
829603,8296,1,1,2,1987,-7,-7,23,9,10,10,10,10,10,10,10,10,10,10,10,10,10,0,-7,-7,7,0,-7,-7,1,0,-7,-7,3,0,-7,-7,3,6,1,23,6,9,1,27,6,9,1,28,6,6,1,30,6,6,1,32,6,-7,-7,-7,-7,22,22,34,6,1,34,6,6,0,-7,-7,18,3,0,-7,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,10,4,1,49,12,-7,10,4,1,51,12,-7,11,4,1,53,12,-7,11,4,1,56,12,-7,512,-7
829604,8296,1,2,5,1988,-7,-7,24,9,10,10,10,10,10,10,10,10,10,10,10,10,10,0,-7,-7,7,0,-7,-7,1,0,-7,-7,3,0,-7,-7,3,6,1,23,6,9,1,27,6,9,1,28,6,6,1,30,6,6,1,32,6,-7,-7,-7,-7,-7,-7,1,6,1,34,6,6,0,-7,-7,1,3,0,-7,-7,1,3,0,-7,-7,-7,3,0,-7,-7,-7,10,4,1,49,12,-7,10,4,1,51,12,-7,11,4,1,53,12,-7,11,4,1,56,12,-7,512,-7
829605,8296,1,1,11,2001,11,2001,38,9,10,10,10,10,10,10,10,10,10,10,10,10,10,0,-7,-7,7,0,-7,-7,1,0,-7,-7,3,0,-7,-7,3,6,1,23,6,9,1,27,6,9,1,28,6,6,1,30,6,6,1,32,6,-7,-7,-7,-7,-7,-7,-7,6,1,34,6,6,0,-7,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,10,4,1,49,12,-7,10,4,1,51,12,-7,11,4,1,53,12,-7,11,4,1,56,12,-7,512,-7
829606,8296,1,2,5,2004,-7,-7,40,9,10,10,10,10,10,10,10,10,10,10,10,10,10,0,-7,-7,7,0,-7,-7,1,0,-7,-7,3,0,-7,-7,3,6,1,23,6,9,1,27,6,9,1,28,6,6,1,30,6,6,1,32,6,-7,-7,-7,-7,-7,-7,-7,6,1,34,6,6,0,-7,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,10,4,1,49,12,-7,10,4,1,51,12,-7,11,4,1,53,12,55,11,4,1,56,12,43,512,-7
